date,open,high,low,close,volume,yfinance_symbol,symbol,name_zh,market,ma20,ma60,ma120,ret1,ret5,ret20,ret60,high20,high60,high120,new_high_20d,new_high_60d,new_high_120d,near20,near60,rsi14,vol20,volume_ratio,atr_pct,upper_shadow_pct,dist_ma20_pct,dollar_volume,bull,liquidity_pct,rule_near60,rule_ret20,rule_ret60,rule_volume,rule_bull,rule_rebound,rule_near_ma20,rule_count,score,mega_rank,anti_chase_pass,entry_pass,rule_profile,strategy
2026-05-20,397.51833329734706,403.4694872665329,395.3187974152785,397.4047325941146,4052725,LRCX,LRCX,科林研發,US,403.34270402298887,388.73827334427335,369.22203403030113,-0.004645133141590763,0.01610431564838155,-0.047130396209807746,0.0962474226632355,428.56349174097215,428.56349174097215,428.56349174097215,False,False,False,-0.07270511778845179,-0.07270511778845179,39.15988628275455,4060503.8,0.9980842771283702,3.574511945049124,0.7301411387000502,-1.4721901176464214,1610572094.902483,False,0.65,False,False,False,True,False,False,True,2,20.136021787886392,34.33027114923888,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,300.3412754892023,304.7402165534522,292.6668137917379,298.95421524998557,5570475,META,META,Meta,US,262.996502968714,264.6869593146837,290.1406783979491,0.023608853068416646,0.09245534410690137,0.2031601601802011,0.10738664715423774,304.7402165534522,304.7402165534522,353.46419749424723,False,False,False,-0.018986667952478054,-0.018986667952478054,82.76661006785687,4739165.55,1.1754126208990525,3.1347168812061086,0.3643497323057347,13.672315743889962,1665316982.1946633,False,0.7,True,True,False,True,False,True,True,5,91.83812978477437,158.2129846889974,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,497.8280322383378,499.04205213826907,485.6146824775635,492.56986787582866,2638594,MSFT,MSFT,微軟,US,458.0279700588284,441.65758185057246,413.0458544170149,0.04291658195329284,0.11464576900362866,0.15915221036965854,0.24174106536415585,499.04205213826907,500.0458957074523,500.0458957074523,False,False,False,-0.012969216190717225,-0.014950683318871616,57.72996199875559,4493912.25,0.5871485363337925,4.334219726992053,0.09041382866549212,7.541438531049494,1299691897.9579542,True,0.55,True,True,False,False,True,True,True,5,100.0,168.76790785892527,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,362.1364072291447,364.7432779756001,359.0996312423645,360.1476589895708,5132241,MU,MU,美光,US,375.06040852666524,375.84861992809437,351.4213717029272,-0.03541653403954925,-0.008517879745553514,-0.05431470024877949,-0.08482209687766662,398.27307243945216,423.50328414827896,427.79392112591756,False,False,False,-0.0957268168203298,-0.14959889930044978,41.77136996279771,5321343.0,0.9644634822449897,4.193358363470106,0.46191246009490083,-3.9760927034862448,1848364581.520294,False,0.8,False,False,False,True,False,False,True,2,0.0,6.089352095039797,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,510.4285216220018,516.9303469600026,508.6418572045972,514.5371850977109,6904160,NFLX,NFLX,Netflix,US,521.3119950900424,505.1916745534663,471.2126376224074,-0.0027641939145539585,0.005438584180492256,0.0025639510819956968,0.01689154744365884,558.5640296791486,558.5640296791486,558.5640296791486,False,False,False,-0.0788214819467119,-0.0788214819467119,44.513042493407475,4015318.8,1.7194550031743432,3.318027374746509,0.2887331628456148,-1.299569174724502,3552447051.8642116,False,1.0,False,False,False,True,False,False,True,2,27.45288163961257,44.436217667198406,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,138.06539628542996,140.7120070558368,137.6429897345657,138.25314216582956,6534992,NOW,NOW,ServiceNow,US,132.79334687180142,134.69960747060807,134.0946911191757,-0.014301922299047032,-0.00417039147078524,0.07821570881727102,0.0029693300548232493,142.3650002015741,151.99857709932138,162.22777269078887,False,False,False,-0.02888250644415824,-0.09043133952833027,66.61973809839813,4824657.35,1.3544986775071188,3.2806114062882092,0.8011896423539417,4.111497618400284,903483178.0285589,False,0.3,False,False,False,True,False,False,True,2,31.69185763940181,57.19651589966726,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,171.3531716562741,173.14490281828898,170.72168300827,171.88770078876001,5959971,NVDA,NVDA,輝達,US,188.97578926653813,195.86484156831202,187.25970403710517,0.009933639988270127,-0.07033358275121393,-0.17847956139663923,-0.11125863419930038,214.09919628475188,225.4278704873043,225.4278704873043,False,False,False,-0.1971585892356671,-0.23750465984000668,24.080329593071355,4591976.05,1.2979098617032203,4.184734525372371,0.5188146879333723,-9.042474987987204,1024445711.9576868,False,0.4,False,False,False,True,False,False,True,2,0.0,-9.867892735568724,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,329.1726793052108,337.01200296117463,322.00504921615004,330.6911767859198,7840675,QCOM,QCOM,高通,US,322.15203468736513,246.35955371555846,219.72401685348794,0.004262911888222032,0.013126039446617721,0.16873238504689758,0.8793201121778038,352.78100508083406,352.78100508083406,352.78100508083406,False,False,False,-0.06261626328167158,-0.06261626328167158,51.52638088468495,4380201.95,1.7900259142161241,4.237021772608876,0.421193153697193,2.650655957160586,2592842042.545942,True,0.9,False,True,True,True,True,True,True,6,100.0,203.42069069273987,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,387.90594556635676,390.20238528878747,382.5173856436114,389.3686448405158,5281212,TSLA,TSLA,特斯拉,US,397.3250573469504,389.62743279722594,361.69043787796784,-0.016682105175513606,0.015709272289345266,-0.0256711779760741,0.22615466637654147,424.5575378805,439.3824136747279,439.3824136747279,False,False,False,-0.08288368454286821,-0.11382742521697053,51.59862968292391,3961541.25,1.333120537366612,4.077940747313638,0.10848932814135086,-2.002494521629672,2056338359.5554702,False,0.85,False,False,False,True,False,False,True,2,47.744939891189816,69.71058518912258,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
2026-05-20,217.87760859887112,222.20955253358767,214.44640328233325,217.37594744777908,800828,TSM,TSM,台積電ADR,US,203.14021342774765,186.98515331901123,194.58526649859385,0.036255749846275,0.088688622755001,0.051772975127095444,0.2574037048635467,222.20955253358767,222.20955253358767,254.5564277019983,False,False,False,-0.021752463072342354,-0.021752463072342354,71.92010405436255,4196184.65,0.19084670165789772,3.279630368734401,0.5580137383055679,7.007836498653064,174080745.24271002,False,0.05,True,False,True,False,False,True,True,4,74.37507901190995,122.88398422170327,True,True,US_FINAL_H70_FUSION_QQQ100,美股 FINAL 融合版｜Top2｜H70｜ret20<=42.5%｜QQQ>100MA
